年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,5,4,15,26,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,23,,1,,,A12,120.525595,24.224679,3
2021,5,4,15,29,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,13,27,2,9,1,1,C03,7,9,1,10,2,11,,27,27,1,21,8,C03,120.665089,24.132135,2
2021,5,4,15,39,臺中市,龍井區,0,0,0,8,1,5,50,12,7,1,5,4,5,7,4,4,1,4,4,2,12,23,3,10,3,4,B12,7,9,1,7,7,5,2,23,23,1,22,8,B12,120.573048,24.191465,3
2021,5,4,15,40,臺中市,和平區,0,0,0,8,,,35,,,,,,,,,,,,,,,26,,,,,A05,,,1,,2,,,26,26,1,4,,A05,121.308205,24.345005,3
2021,5,4,15,48,臺中市,梧棲區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,12,,25,25,1,21,8,C03,120.545235,24.227042,2
2021,5,4,15,50,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,17,,1,22,,B12,120.668533,24.129487,3
2021,5,4,16,5,臺中市,豐原區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,22,,B12,120.70279,24.237931,3
2021,5,4,16,9,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,6,,1,19,,C03,120.63205,24.3421,3
2021,5,4,16,13,臺中市,太平區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,9,,B03,120.735689,24.1187,3
2021,5,4,16,15,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,1,2,17,6,3,10,1,1,C03,7,5,3,18,2,14,,6,6,1,21,8,C03,120.650093,24.182921,2
2021,5,4,16,15,臺中市,大甲區,0,0,0,8,1,5,40,14,9,1,5,4,5,7,3,1,4,5,5,1,16,7,3,10,1,1,B03,7,1,1,8,1,8,,7,7,1,9,9,B03,120.607879,24.323796,3
2021,5,4,16,21,臺中市,西屯區,0,1,0,8,1,5,60,14,7,1,5,4,5,7,4,4,1,4,1,2,12,7,2,8,1,1,B03,7,7,1,8,2,8,,7,7,1,22,8,B03,120.640838,24.157912,2
2021,5,4,16,22,臺中市,太平區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,13,16,2,8,1,1,C03,7,9,1,10,2,11,,16,16,1,19,7,C03,120.715398,24.124557,2
2021,5,4,16,30,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,6,,,,,B03,,,1,8,1,,,6,6,1,,,B03,120.678,24.134074,3
2021,5,4,16,35,臺中市,清水區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,8,3,10,1,1,B03,7,5,1,8,2,4,,8,8,1,5,1,B03,120.570246,24.264141,2
2021,5,4,16,37,臺中市,北區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,1,4,5,2,16,26,2,1,4,5,F01,7,5,8,20,8,16,,26,26,1,22,8,F01,120.698596,24.153189,2
2021,5,4,16,41,臺中市,太平區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,3,5,2,11,26,3,10,1,1,C03,7,5,1,10,2,11,,26,26,1,4,8,C03,120.713436,24.149584,2
2021,5,4,16,43,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,3,4,C04,7,9,1,3,2,11,,6,6,1,21,8,C04,120.69278,24.195181,2
2021,5,4,16,50,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,,1,5,,B03,120.666357,24.146721,3
2021,5,4,16,53,臺中市,豐原區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,2,16,6,3,10,3,4,B03,7,5,1,8,2,5,,6,6,1,5,8,B03,120.710528,24.239658,2
2021,5,4,16,54,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,42,,1,22,,B12,120.622675,24.192348,3
2021,5,4,16,59,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,22,,B03,120.654075,24.202197,3
2021,5,4,17,0,臺中市,神岡區,0,0,0,8,2,5,30,3,2,1,5,4,5,7,4,4,10,5,5,2,18,21,3,10,1,1,C03,7,9,3,18,8,12,,21,21,1,22,9,C03,120.695775,24.241895,3
2021,5,4,17,6,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,19,,,22,,B03,120.679031,24.204534,3
2021,5,4,17,10,臺中市,西區,0,0,0,8,2,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,7,,,,,C03,7,7,1,10,1,14,,7,7,1,21,8,C03,120.666617,24.141214,3
2021,5,4,17,14,臺中市,烏日區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,,,B03,120.648523,24.053278,3
2021,5,4,17,16,臺中市,后里區,0,1,0,8,1,5,50,12,9,1,5,4,5,1,4,4,5,5,5,1,20,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,21,8,C03,120.714339,24.330058,2
2021,5,4,17,20,臺中市,大里區,0,0,0,8,,,80,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,12,,B03,120.684059,24.111827,3
2021,5,4,17,24,臺中市,后里區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,13,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.693886,24.313625,3
2021,5,4,17,26,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,3,10,5,5,2,15,6,2,9,1,1,C03,7,9,2,18,2,12,,6,6,1,21,8,C03,120.673675,24.195386,2
2021,5,4,17,44,臺中市,西區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,44,2,9,1,4,C03,7,9,1,10,2,12,,44,44,1,21,8,C03,120.677278,24.140038,2
2021,5,4,17,45,臺中市,烏日區,0,1,0,8,1,5,60,3,8,1,5,4,5,7,2,1,1,4,4,1,17,25,3,10,1,1,B03,7,6,1,8,2,6,,25,25,1,21,8,B03,120.629241,24.101091,2
2021,5,4,17,45,臺中市,烏日區,0,2,0,8,1,5,40,3,2,1,5,4,5,7,4,4,1,4,5,1,12,8,3,10,1,1,C03,7,5,1,10,2,13,,8,8,1,16,8,C03,120.649606,24.074514,2
2021,5,4,17,53,臺中市,大里區,0,1,0,8,2,5,50,4,18,1,5,4,5,7,1,1,10,5,5,2,3,23,3,10,1,1,B12,7,5,1,8,2,8,,23,23,1,10,8,B12,120.677249,24.114959,2
2021,5,4,17,57,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,19,3,10,1,1,C03,7,1,1,10,2,13,,19,19,1,21,8,C03,120.721235,24.162358,2
2021,5,4,18,2,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.64504,24.201395,3
2021,5,4,18,5,臺中市,西區,0,0,0,8,,,40,,,,,,,,,,,,,,,19,,,,,B03,,,1,8,2,,,19,19,1,,,B03,120.65605,24.141808,3
2021,5,4,18,14,臺中市,豐原區,0,0,0,8,1,5,50,14,7,1,5,4,5,7,,,,5,4,2,13,23,3,10,3,4,B03,7,14,1,8,2,3,,44,23,1,22,8,B03,120.728993,24.256316,3
2021,5,4,18,15,臺中市,西屯區,0,1,0,8,2,5,40,14,8,1,5,4,5,7,4,4,1,4,1,2,17,19,3,10,3,4,C03,7,1,1,10,2,15,,19,19,1,22,8,C03,120.598459,24.182253,2
2021,5,4,18,20,臺中市,西區,0,3,0,8,2,5,50,4,2,1,5,4,5,7,2,1,5,4,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.661767,24.146714,2
2021,5,4,18,26,臺中市,大里區,0,2,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,5,4,1,12,42,2,9,1,1,F03,7,9,8,20,2,16,,42,42,1,21,9,F03,120.707446,24.095154,2
2021,5,4,18,28,臺中市,潭子區,0,1,0,8,2,5,50,14,7,1,5,4,5,7,1,1,1,4,4,1,17,42,3,10,1,1,B03,7,9,1,8,2,1,,23,2,1,22,8,B03,120.698137,24.216289,2
2021,5,4,18,28,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,43,,1,20,,B03,120.677922,24.170158,3
2021,5,4,18,32,臺中市,沙鹿區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,,,,,C03,,,1,,2,,,6,6,1,21,,C03,120.573638,24.229259,3
2021,5,4,18,35,臺中市,大甲區,0,2,0,8,2,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,5,43,3,10,1,1,B12,7,9,1,8,9,5,,43,43,2,10,4,B12,120.649072,24.401428,2
2021,5,4,18,43,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,22,,B12,120.67922,24.133997,3
2021,5,4,18,44,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.670523,24.145926,3
2021,5,4,18,49,臺中市,太平區,0,3,0,8,2,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,9,7,C03,120.719909,24.116093,2
2021,5,4,18,50,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,A02,,,1,,2,,,17,,1,22,,A02,120.673264,24.16512,3
2021,5,4,18,50,臺中市,清水區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,4,4,3,4,4,2,17,16,3,10,3,4,B03,7,14,1,8,2,4,,38,16,1,21,8,B03,120.576603,24.271859,2
2021,5,4,18,54,臺中市,西屯區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,16,40,3,10,1,1,B03,7,13,1,8,2,4,,40,40,1,4,8,B03,120.620323,24.183623,2
2021,5,4,19,5,臺中市,霧峰區,0,2,0,8,3,5,40,14,12,1,5,4,5,7,4,4,10,4,4,1,1,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,12,8,C03,120.68835,24.027837,2
2021,5,4,19,5,臺中市,清水區,0,3,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,13,23,3,10,1,1,B03,7,5,1,8,2,1,,23,23,1,5,1,B03,120.56297,24.29202,2
2021,5,4,19,9,臺中市,霧峰區,0,1,0,8,3,5,40,14,13,1,5,4,5,7,4,4,5,2,4,1,17,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,18,8,C03,120.699899,24.075723,2
2021,5,4,19,10,臺中市,北區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,2,4,5,2,16,40,3,10,1,1,B01,7,15,1,4,2,4,,40,40,1,10,8,B01,120.68541,24.152798,2
2021,5,4,19,15,臺中市,北區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,17,18,3,10,1,1,B03,7,3,1,8,2,6,,18,18,1,5,8,B03,120.683683,24.149638,2
2021,5,4,19,16,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,18,,1,22,,B03,120.650245,24.171363,3
2021,5,4,19,18,臺中市,北區,0,1,0,8,3,5,50,4,9,1,5,4,5,7,1,1,5,5,5,2,17,43,3,10,1,1,B03,7,9,1,8,2,2,,43,43,1,22,9,B03,120.664861,24.16142,2
2021,5,4,19,25,臺中市,北屯區,0,1,0,8,3,5,40,14,8,1,5,4,5,7,4,4,5,4,4,2,17,23,2,9,3,4,C03,7,9,3,18,6,11,,23,23,1,22,8,C03,120.69467,24.17569,2
2021,5,4,19,30,臺中市,西區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,27,66,,,,,,,,,,,,,66,66,1,,,,120.661516,24.14432,2
2021,5,4,19,30,臺中市,西屯區,0,2,1,8,3,5,50,4,2,1,5,4,5,7,1,1,3,4,5,2,12,7,2,9,3,4,C03,7,7,1,10,2,13,,7,7,1,22,8,C03,120.651751,24.177931,2
2021,5,4,19,39,臺中市,大里區,0,2,0,8,3,5,50,14,12,1,5,4,5,7,4,4,5,5,4,1,17,19,2,9,1,1,C03,7,1,1,10,2,14,,19,19,1,21,9,C03,120.707041,24.095258,2
2021,5,4,19,40,臺中市,神岡區,0,2,0,8,3,5,30,4,2,1,5,4,5,7,3,1,1,5,5,1,17,6,2,7,4,5,F01,7,9,8,20,2,16,,6,6,1,22,9,F01,120.648131,24.253731,2
2021,5,4,19,46,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,,,B03,120.688225,24.0942403,3
2021,5,4,19,55,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.685098,24.162418,3
2021,5,4,20,1,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,5,,1,22,,B03,120.715238,24.230253,3
2021,5,4,20,8,臺中市,石岡區,0,0,0,8,,,70,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,,,B03,120.791083,24.272893,3
2021,5,4,20,10,臺中市,石岡區,0,0,0,8,,,70,,,,,,,,,,,,,,,7,,,,,B12,,,6,,2,,,7,7,1,,,B12,120.79113,24.272885,3
2021,5,4,20,15,臺中市,大里區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,C04,7,5,3,18,2,11,,25,25,1,19,8,C04,120.685531,24.107962,2
2021,5,4,20,18,臺中市,西區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,17,2,9,1,1,C03,7,9,3,18,2,14,,17,17,1,21,8,C03,120.665316,24.146743,2
2021,5,4,20,20,臺中市,北區,0,1,0,8,3,5,50,4,2,1,5,4,5,7,1,1,10,5,5,2,17,19,3,10,1,1,B02,7,6,1,8,2,2,,23,19,1,20,8,B02,120.67046,24.159133,2
2021,5,4,20,20,臺中市,豐原區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,4,5,5,2,16,6,3,10,1,1,C03,7,5,1,10,2,13,,6,6,1,5,8,C03,120.730696,24.242473,2
2021,5,4,20,23,臺中市,大里區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,5,,6,6,1,18,8,B03,120.693749,24.089416,2
2021,5,4,20,25,臺中市,北區,0,1,0,8,3,5,50,4,8,1,5,4,5,7,1,1,1,4,4,2,17,25,3,10,1,1,C03,7,6,6,10,2,14,,25,25,1,22,9,C03,120.684716,24.158935,2
2021,5,4,20,28,臺中市,北區,0,2,0,8,3,5,40,14,8,1,5,4,5,7,4,4,5,5,4,2,13,43,2,5,1,1,C03,7,9,1,10,2,11,,43,43,1,22,8,C03,120.682343,24.152651,2
2021,5,4,20,47,臺中市,霧峰區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,3,10,1,1,C03,7,9,1,10,2,11,,25,25,1,18,9,C03,120.715478,24.076409,2
2021,5,4,20,47,臺中市,烏日區,0,1,0,8,3,5,60,4,1,1,5,4,5,7,1,1,10,5,5,2,17,25,2,9,1,1,C03,7,5,1,10,2,12,,25,25,1,21,8,C03,120.64702,24.071968,2
2021,5,4,20,48,臺中市,烏日區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,21,8,C03,120.618911,24.103083,2
2021,5,4,20,52,臺中市,北屯區,0,1,0,8,3,5,50,4,2,1,5,4,5,7,1,1,5,5,4,2,17,26,3,10,1,1,B03,7,11,1,8,2,8,,26,26,1,21,8,B03,120.719286,24.174921,2
2021,5,4,20,56,臺中市,北區,0,1,0,8,3,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,17,8,2,9,1,1,C03,7,5,1,10,2,14,,8,8,1,5,8,C03,120.676318,24.15834,2
2021,5,4,21,2,臺中市,梧棲區,0,2,0,8,3,5,50,4,2,1,5,4,5,7,4,4,1,4,5,1,16,9,2,9,1,1,C03,7,6,1,10,2,12,,9,9,1,9,8,C03,120.535817,24.246296,2
2021,5,4,21,14,臺中市,太平區,0,2,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,17,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,18,8,C03,120.729032,24.154082,2
2021,5,4,21,18,臺中市,南區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.679002,24.119012,3
2021,5,4,21,27,臺中市,北區,0,1,0,8,3,5,50,4,7,1,5,4,5,7,4,4,5,5,4,2,18,43,2,9,1,1,C03,7,21,1,10,2,12,,43,43,1,22,9,C03,120.701411,24.157104,2
2021,5,4,21,30,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,,,,7,,11,,,43,,2,,,,120.709582,24.249333,3
2021,5,4,21,33,臺中市,北屯區,0,2,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,4,5,2,16,26,2,9,3,4,C03,7,11,1,10,2,12,,26,26,1,21,8,C03,120.719626,24.179793,2
2021,5,4,21,34,臺中市,北區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,5,4,5,2,3,23,3,10,1,1,B01,7,5,1,4,2,1,,23,23,1,22,8,B01,120.680967,24.15909,2
2021,5,4,21,36,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,5,5,4,2,11,6,3,10,3,4,B03,7,5,1,8,2,5,,6,6,1,22,8,B03,120.644495,24.202955,2
2021,5,4,21,37,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,43,3,10,1,1,C04,7,5,1,10,2,15,,43,43,1,4,8,C04,120.662952,24.168077,2
2021,5,4,21,39,臺中市,西區,0,2,0,8,3,5,50,3,2,1,5,4,5,7,1,1,10,5,5,2,13,42,2,8,3,4,C04,7,9,1,10,2,11,,42,42,1,21,8,C04,120.658959,24.155888,2
2021,5,4,21,54,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,18,,B03,120.703731,24.09598,3
2021,5,4,21,58,臺中市,西區,0,1,0,8,3,5,50,4,2,1,5,3,5,7,1,1,3,4,4,2,13,38,3,10,1,1,B03,7,14,1,8,2,3,,38,38,1,22,9,B03,120.666181,24.13401,2
2021,5,4,22,15,臺中市,大里區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,11,6,3,10,1,1,B03,7,5,1,8,2,8,,6,6,1,21,8,B03,120.700356,24.087348,2
2021,5,4,22,25,臺中市,北區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,1,4,4,2,17,23,2,9,1,1,C03,7,9,2,18,2,11,,23,23,1,16,8,C03,120.686823,24.154231,2
2021,5,4,22,25,臺中市,北區,0,1,0,8,3,5,40,3,1,1,5,4,5,7,4,4,5,5,4,2,13,23,2,7,1,1,C03,7,9,1,10,2,11,,23,23,1,16,8,C03,120.671344,24.159413,2
2021,5,5,0,50,臺中市,大里區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,16,6,3,10,1,1,B03,7,9,1,8,2,8,,6,6,1,5,8,B03,120.687684,24.110231,2
2021,5,5,1,30,臺中市,西區,0,1,0,8,3,5,50,5,2,1,5,4,5,7,1,1,1,4,1,2,13,23,3,10,3,4,B03,7,9,1,3,2,1,,23,23,1,21,8,B03,120.670167,24.150704,2
2021,5,5,1,58,臺中市,北區,0,1,0,8,3,5,40,14,9,1,5,4,5,7,4,4,5,5,5,2,13,23,2,9,3,4,C03,7,9,6,18,2,11,,23,23,1,5,8,C03,120.682438,24.160021,2
2021,5,5,2,4,臺中市,中區,0,0,0,8,3,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,29,,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.683362,24.141921,3
2021,5,5,2,53,臺中市,豐原區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,17,6,2,9,1,1,C03,7,9,1,10,2,12,,6,6,1,22,9,C03,120.725354,24.254942,2
2021,5,5,3,28,臺中市,南區,1,0,0,7,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,9,21,3,10,1,1,B03,7,9,1,8,5,1,,21,21,1,22,9,B03,120.657298,24.118571,1
2021,5,5,4,12,臺中市,北區,0,1,0,8,3,5,50,4,4,1,5,4,5,7,1,1,1,2,4,2,13,23,3,10,1,1,B03,7,9,1,8,2,5,,23,23,1,21,8,B03,120.68962,24.157429,2
2021,5,5,5,15,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,12,,B03,120.650951,24.162776,3
2021,5,5,5,55,臺中市,新社區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,,,,,B12,,,1,,1,,,6,6,1,,,B12,120.81271,24.191782,3
2021,5,5,6,5,臺中市,西屯區,0,1,0,8,1,5,30,11,22,1,5,4,5,7,4,4,3,5,3,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,22,8,C03,120.633403,24.173818,2
2021,5,5,6,21,臺中市,東區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,4,2,18,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,21,8,C03,120.698027,24.151383,2
2021,5,5,6,45,臺中市,后里區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,17,,1,4,,B12,120.721766,24.306105,4
2021,5,5,6,53,臺中市,西區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,42,,1,21,,A12,120.670926,24.145201,3
2021,5,5,7,10,臺中市,神岡區,0,1,0,8,1,5,50,3,2,1,5,4,5,7,4,4,9,5,4,2,16,8,3,10,1,1,C03,7,5,1,10,1,13,,8,8,1,22,9,C03,120.657735,24.258811,2
2021,5,5,7,13,臺中市,北區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,11,26,2,9,1,1,C03,7,9,1,10,5,14,,26,26,1,22,8,C03,120.682363,24.159243,2
2021,5,5,7,14,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,6,,6,6,1,5,8,B03,120.694236,24.171133,2
2021,5,5,7,15,臺中市,豐原區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,16,19,3,10,3,4,B03,7,1,1,8,2,8,,19,19,1,22,8,B03,120.714243,24.23941,2
2021,5,5,7,20,臺中市,清水區,0,1,0,8,1,5,40,5,1,1,5,4,5,7,1,1,1,4,1,1,14,12,3,10,1,1,B03,7,2,1,8,2,6,,12,12,1,21,8,B03,120.540188,24.289008,2
2021,5,5,7,24,臺中市,龍井區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,F03,,,8,,2,,,6,,1,12,,F03,120.525231,24.196441,3
2021,5,5,7,25,臺中市,北區,0,3,0,7,1,5,50,3,2,1,5,4,5,7,4,4,10,5,5,2,12,6,2,9,1,1,C03,7,5,6,18,2,12,,6,6,1,20,8,C03,120.682559,24.166359,2
2021,5,5,7,37,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,16,,1,22,,B03,120.647838,24.174025,3
2021,5,5,7,43,臺中市,西屯區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,8,3,4,1,13,23,3,10,1,1,B03,7,6,1,8,2,1,,23,23,1,22,8,B03,120.636199,24.181875,2
2021,5,5,7,48,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,12,,1,,,B03,120.615314,24.190347,3
2021,5,5,7,50,臺中市,大甲區,0,0,0,6,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,4,,B03,120.662218,24.401014,3
2021,5,5,7,55,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,12,,1,22,,B03,120.641851,24.170386,3
2021,5,5,7,59,臺中市,大安區,0,0,0,7,1,1,90,14,16,1,5,4,5,7,4,4,2,4,5,2,12,7,3,10,1,1,B03,7,7,1,8,2,7,,7,7,1,22,9,B03,120.588513,24.37318,3
2021,5,5,8,14,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.654419,24.221129,3
2021,5,5,8,18,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.525689,24.22452,3
2021,5,5,8,26,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.710286,24.142866,3
2021,5,5,8,27,臺中市,豐原區,0,1,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,1,11,42,3,10,3,4,B03,7,9,1,8,2,4,,42,42,1,22,8,B03,120.709472,24.26853,2
2021,5,5,8,32,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,6,,1,,,B12,120.675038,24.161666,3
2021,5,5,8,36,臺中市,北屯區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B03,7,5,1,8,2,8,,25,25,1,4,8,B03,120.664828,24.186088,2
2021,5,5,8,43,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B12,,,1,,11,,,23,,1,22,,B12,120.63969,24.168671,3
2021,5,5,8,49,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.749616,24.268531,3
2021,5,5,8,50,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,G03,,,1,,1,,,12,,1,9,,G03,120.615278,24.35634,3
2021,5,5,9,1,臺中市,北區,0,2,0,7,1,5,50,14,7,1,5,4,5,7,4,4,9,4,4,2,16,6,2,9,1,1,C03,7,5,1,10,2,14,,6,6,1,22,8,C03,120.686159,24.16587,2
2021,5,5,9,6,臺中市,太平區,0,0,0,8,1,5,50,,,,,,,,,,,,,,,26,,,,,C03,,,1,,1,11,,26,26,1,22,,C03,120.712464,24.142103,3
