年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,5,24,18,33,臺中市,北屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.665541,24.183141,3
2021,5,24,18,36,臺中市,中區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,17,42,2,9,1,1,C03,7,9,1,10,2,12,,42,42,1,3,9,C03,120.682173,24.140108,2
2021,5,24,18,42,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,21,,B03,120.566304,24.243448,3
2021,5,24,18,46,臺中市,龍井區,0,1,0,8,3,5,30,11,9,1,5,4,5,7,4,4,10,5,5,2,1,23,3,10,1,1,B03,7,9,1,8,2,4,,23,23,1,21,1,B03,120.576135,24.182445,2
2021,5,24,18,56,臺中市,西屯區,0,0,0,8,,,70,,,,,,,,,,,,,,,42,,,,,B03,,,1,,1,,,42,42,1,21,,B03,120.624583,24.178553,3
2021,5,24,18,59,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,4,,B03,120.712161,24.1558,3
2021,5,24,19,19,臺中市,太平區,0,3,0,6,3,5,50,14,9,1,4,4,5,7,4,4,5,5,5,2,3,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,5,8,C03,120.72459,24.12382,2
2021,5,24,19,28,臺中市,北區,0,2,0,8,3,5,40,3,1,1,5,4,5,7,2,1,10,5,5,2,16,8,2,9,1,1,C03,7,5,1,10,2,14,,8,8,1,22,8,C03,120.694357,24.153666,2
2021,5,24,19,32,臺中市,烏日區,0,1,0,8,3,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,8,1,1,C03,7,9,1,10,2,11,,6,6,1,21,8,C03,120.641503,24.102826,2
2021,5,24,19,35,臺中市,大甲區,0,1,0,8,1,5,60,14,12,1,5,4,5,7,4,4,1,4,4,1,12,7,3,10,1,1,B03,7,8,1,8,2,5,,7,7,1,22,8,B03,120.617237,24.350434,2
2021,5,24,19,40,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,4,,B03,120.712968,24.172905,3
2021,5,24,19,40,臺中市,西屯區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,9,4,4,2,16,6,3,10,1,1,B03,7,5,1,8,2,5,,6,6,1,12,8,B03,120.651993,24.175803,2
2021,5,24,19,44,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,C03,,,1,,1,,,7,7,1,22,,C03,120.644287,24.174577,3
2021,5,24,19,51,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,22,,B03,120.683049,24.119326,3
2021,5,24,19,51,臺中市,龍井區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,C03,,,1,,11,,,12,,1,22,,C03,120.592125,24.181846,3
2021,5,24,19,53,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.695136,24.099779,3
2021,5,24,20,0,臺中市,外埔區,0,2,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,4,1,12,8,2,9,1,1,C03,7,5,1,10,2,12,,8,8,1,4,5,C03,120.634951,24.344083,2
2021,5,24,20,7,臺中市,神岡區,0,1,0,8,3,5,40,14,9,1,5,4,5,7,4,4,4,4,4,2,29,67,,,,,,,,,,,,,67,67,1,,,,120.704475,24.26134,2
2021,5,24,20,11,臺中市,神岡區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,5,5,5,1,16,23,3,10,1,1,B03,7,5,1,8,2,5,,23,23,1,22,8,B03,120.65434,24.28024,2
2021,5,24,20,12,臺中市,西屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,17,25,3,10,3,4,B03,7,5,1,8,2,15,,25,25,1,22,8,B03,120.647053,24.164265,2
2021,5,24,20,13,臺中市,北屯區,0,2,0,8,3,5,50,14,9,1,5,4,5,7,4,4,1,4,5,2,12,43,3,10,1,1,B12,7,9,1,8,3,2,,43,43,1,22,8,B12,120.666941,24.180235,2
2021,5,24,20,17,臺中市,北區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,9,1,1,C03,7,5,1,9,2,11,,25,25,1,22,8,C03,120.670531,24.162969,2
2021,5,24,20,19,臺中市,南屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,26,3,10,3,4,B03,7,6,1,8,2,2,,26,26,1,22,8,B03,120.615228,24.147641,2
2021,5,24,20,20,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.666831,24.141282,3
2021,5,24,20,33,臺中市,太平區,0,1,0,6,3,5,50,4,5,1,4,4,5,7,4,4,10,5,5,2,16,6,3,10,1,1,B12,7,5,1,8,2,7,,6,6,1,5,8,B12,120.710272,24.154654,2
2021,5,24,20,43,臺中市,西屯區,0,2,0,8,3,5,60,4,1,1,5,4,5,7,1,1,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.630854,24.162487,2
2021,5,24,20,55,臺中市,大雅區,0,1,0,8,3,5,50,14,8,1,5,4,5,7,4,4,9,4,5,2,17,19,3,10,1,1,B03,7,1,1,8,2,5,,19,19,1,22,9,B03,120.65305,24.224,2
2021,5,24,21,13,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,10,,,67,,1,,,,120.6263,24.115102,3
2021,5,24,21,29,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,43,,,,,,,,7,,11,,,43,43,1,,,,120.640128,24.184847,3
2021,5,24,21,31,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,6,,1,,,C03,120.646459,24.226693,3
2021,5,24,21,38,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,10,,,,,A04,,,1,,2,,,10,10,1,10,,A04,120.657463,24.113011,3
2021,5,24,21,40,臺中市,大雅區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,17,6,3,10,1,1,B03,7,9,1,8,2,5,,6,6,1,22,9,B03,120.65457,24.21428,2
2021,5,24,22,2,臺中市,北區,0,1,0,8,3,5,50,5,1,1,5,4,5,7,2,1,10,5,5,2,16,26,3,10,1,1,B03,7,9,1,8,2,5,,26,26,1,22,8,B03,120.686165,24.154763,2
2021,5,24,23,57,臺中市,西區,0,2,0,8,3,5,50,14,8,1,5,4,5,7,4,4,3,4,4,2,18,42,2,9,1,1,C03,7,5,1,10,2,12,,42,42,1,22,5,C03,120.670246,24.150931,2
2021,5,25,0,4,臺中市,西屯區,0,2,0,8,3,5,50,4,2,1,5,4,5,7,1,1,5,4,5,2,16,19,3,10,3,4,B12,7,1,1,8,2,4,,19,19,1,21,8,B12,120.644085,24.201242,2
2021,5,25,6,27,臺中市,東區,0,1,0,8,1,5,50,11,9,1,5,4,5,7,4,4,5,4,5,2,17,42,2,9,1,1,C03,7,9,1,10,2,15,,42,42,1,22,8,C03,120.685178,24.130062,2
2021,5,25,6,35,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,26,3,10,1,1,B03,7,6,1,8,2,2,,26,26,1,21,8,B03,120.639566,24.144268,2
2021,5,25,7,5,臺中市,南屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,23,,,,,C03,,,1,,10,,,44,23,1,22,,C03,120.610274,24.136055,3
2021,5,25,7,5,臺中市,西屯區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,8,4,5,1,16,6,3,10,1,4,B03,7,5,1,8,2,1,,6,6,1,4,8,B03,120.620853,24.175213,2
2021,5,25,7,5,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,A41,,,1,,2,,,7,7,1,10,,A41,120.663948,24.201263,3
2021,5,25,7,10,臺中市,北屯區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,5,4,2,14,12,3,10,1,1,B01,7,2,1,4,2,3,,12,12,1,21,8,B01,120.69613,24.174517,2
2021,5,25,7,12,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A11,,,1,,2,,,23,,1,10,,A11,120.722109,24.277911,3
2021,5,25,7,13,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,1,22,,B03,120.744961,24.265013,3
2021,5,25,7,16,臺中市,東區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,2,1,3,2,4,2,17,25,2,9,1,1,C03,7,9,3,18,2,11,,25,25,1,21,8,C03,120.694455,24.151592,2
2021,5,25,7,23,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,1,,,B03,120.704925,24.20029,3
2021,5,25,7,33,臺中市,南屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,12,7,3,10,1,1,C03,7,7,1,9,2,14,,7,7,1,22,8,C03,120.642747,24.134848,2
2021,5,25,7,41,臺中市,西屯區,0,2,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,13,23,2,9,3,4,C03,7,9,1,10,1,11,,23,23,1,22,9,C03,120.663338,24.20526,2
2021,5,25,7,46,臺中市,沙鹿區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,1,,6,6,1,4,8,B03,120.558544,24.252773,2
2021,5,25,7,49,臺中市,北區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,C03,7,9,1,10,2,11,,6,6,1,22,8,C03,120.677041,24.147978,2
2021,5,25,7,50,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,16,,1,22,,C03,120.656195,24.261012,3
2021,5,25,7,55,臺中市,北屯區,0,2,0,8,1,5,50,4,4,1,5,4,5,7,1,1,10,5,5,2,13,23,2,8,1,1,C03,7,9,1,10,2,14,,23,23,1,22,1,C03,120.677791,24.183333,2
2021,5,25,7,56,臺中市,大雅區,0,0,0,8,,,30,,,,,,,,,,,,,,,17,,,,,A12,,,1,,2,,,17,17,1,,,A12,120.654031,24.209475,3
2021,5,25,7,56,臺中市,北屯區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,16,7,3,10,1,1,B12,7,8,1,7,2,2,,7,7,1,5,8,B12,120.726228,24.15683,2
2021,5,25,7,59,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,43,,1,,,B12,120.778206,24.198916,3
2021,5,25,8,0,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,21,,B03,120.673583,24.129497,3
2021,5,25,8,0,臺中市,梧棲區,0,2,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,42,2,9,1,1,C03,7,9,1,10,2,11,,42,42,1,21,8,C03,120.557898,24.241868,2
2021,5,25,8,5,臺中市,清水區,0,1,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,1,16,6,2,9,1,1,C03,7,9,1,10,2,11,,6,6,1,19,5,C03,120.583157,24.310342,2
2021,5,25,8,8,臺中市,東區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,23,2,7,1,1,C03,7,9,1,10,2,14,,23,23,1,4,8,C03,120.695316,24.141771,2
2021,5,25,8,12,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,6,2,9,1,1,C03,7,5,3,18,2,11,,6,6,1,21,8,C03,120.61177,24.136979,2
2021,5,25,8,15,臺中市,西屯區,0,1,0,8,1,5,50,4,7,1,5,4,5,7,1,1,5,4,4,2,13,16,3,10,1,1,B03,7,9,1,8,2,5,,16,16,1,21,8,B03,120.634485,24.169745,2
2021,5,25,8,20,臺中市,烏日區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,4,1,17,10,3,10,1,1,C03,7,11,1,10,2,13,,10,10,1,21,8,C03,120.655279,24.095416,2
2021,5,25,8,23,臺中市,東勢區,0,0,0,8,,,50,,,,,,,,,,,,,,,12,,,,,B03,,,1,,2,,,12,12,1,,,B03,120.824429,24.264757,3
2021,5,25,8,31,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,25,,1,22,,C03,120.669241,24.159261,3
2021,5,25,8,35,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,1,1,1,2,1,2,13,23,2,8,3,4,C03,7,9,1,10,2,11,,23,23,1,22,9,C03,120.648201,24.163301,2
2021,5,25,8,37,臺中市,大雅區,0,2,0,8,1,5,50,3,1,1,5,4,5,7,3,1,5,4,4,1,16,6,2,9,1,1,C03,7,5,1,10,2,14,,6,6,1,22,9,C03,120.629892,24.209714,2
2021,5,25,8,50,臺中市,西屯區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,8,4,5,1,28,23,2,9,1,4,C03,7,9,1,10,2,11,,23,23,1,4,8,C03,120.608679,24.15713,2
2021,5,25,8,56,臺中市,北屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.70293,24.177695,2
2021,5,25,9,0,臺中市,東區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,22,8,C03,120.697891,24.14792,2
2021,5,25,9,0,臺中市,龍井區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,1,13,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,21,1,C03,120.574221,24.180833,2
2021,5,25,9,2,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,12,,1,,,B03,120.674159,24.107974,3
2021,5,25,9,9,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,A11,7,6,1,3,11,6,,6,6,1,10,4,A11,120.606688,24.16175,2
2021,5,25,9,11,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,1,2,13,16,2,9,3,4,C03,7,9,1,10,2,11,,16,16,1,22,9,C03,120.647233,24.163805,2
2021,5,25,9,20,臺中市,大肚區,0,2,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,26,23,2,9,1,1,C03,7,9,6,18,2,11,,23,23,1,2,8,C03,120.547682,24.134116,2
2021,5,25,9,26,臺中市,潭子區,0,1,0,8,1,5,50,4,1,2,5,4,5,7,1,1,10,5,5,2,3,23,3,10,1,1,B03,7,5,1,8,2,2,,23,23,1,21,8,B03,120.704995,24.214408,2
2021,5,25,9,30,臺中市,潭子區,0,0,0,8,1,5,30,14,9,1,5,4,5,7,4,4,10,5,5,1,14,12,3,10,3,4,A12,7,2,1,7,2,3,,12,12,1,22,8,A12,120.707151,24.200353,3
2021,5,25,9,30,臺中市,沙鹿區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,8,,1,9,,A12,120.552291,24.214963,3
2021,5,25,9,30,臺中市,后里區,0,1,0,8,1,5,40,4,1,1,5,4,5,3,4,4,10,5,5,2,15,6,2,7,1,1,C03,7,9,1,10,2,11,,6,6,1,4,5,C03,120.713886,24.304693,2
2021,5,25,9,31,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,23,,1,22,,C03,120.64875,24.148753,3
2021,5,25,9,33,臺中市,南屯區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,42,,1,22,,B12,120.607818,24.151049,3
2021,5,25,9,35,臺中市,西區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,12,44,3,10,3,4,B03,7,9,1,8,2,2,,44,44,1,21,8,B03,120.66598,24.146684,2
2021,5,25,9,35,臺中市,霧峰區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B11,,,1,,2,,,23,,1,21,,B11,120.675716,24.049068,3
2021,5,25,9,47,臺中市,北區,0,3,0,8,1,5,50,5,2,1,5,4,5,7,1,1,1,4,5,2,16,19,2,9,1,1,C03,7,1,1,10,2,14,,19,19,1,21,8,C03,120.691135,24.159235,2
2021,5,25,9,49,臺中市,北區,0,1,0,8,1,5,4,3,2,1,5,4,5,7,4,4,3,4,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,1,,6,6,1,22,8,B03,120.674546,24.162377,2
2021,5,25,9,50,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,16,,1,21,,B12,120.719869,24.124778,3
2021,5,25,9,54,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,16,23,2,9,1,1,C03,7,5,1,10,2,14,,23,23,1,21,8,C03,120.633997,24.157722,2
2021,5,25,9,58,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,16,,1,22,,B12,120.72249,24.204418,3
2021,5,25,9,59,臺中市,西屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,25,3,10,1,1,B03,7,6,1,8,2,6,,25,25,1,21,8,B03,120.624363,24.178481,2
2021,5,25,10,0,臺中市,南屯區,0,2,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,5,2,16,11,3,10,1,1,C03,7,11,1,10,2,12,,11,11,1,22,9,C03,120.611667,24.148056,2
2021,5,25,10,6,臺中市,潭子區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A41,,,1,,2,,,23,,1,,,A41,120.705233,24.23151,3
2021,5,25,10,7,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,19,,,,,B03,,,1,,2,,,19,19,1,22,,B03,120.65305,24.139721,3
2021,5,25,10,8,臺中市,北區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,2,1,10,5,5,2,17,16,3,10,1,1,C03,7,9,1,10,2,11,,16,16,1,22,9,C03,120.68554,24.153522,2
2021,5,25,10,9,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,14,,25,25,1,21,8,C03,120.696191,24.162265,2
2021,5,25,10,12,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,5,4,4,2,12,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.606626,24.161748,2
2021,5,25,10,21,臺中市,大雅區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,3,1,10,5,5,2,16,6,3,10,1,1,B12,7,11,1,8,2,4,,6,6,1,22,9,B12,120.665621,24.210975,2
2021,5,25,10,21,臺中市,霧峰區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,1,15,25,3,10,1,1,C03,7,9,3,18,2,11,,25,25,1,22,9,C03,120.662514,24.05959,2
2021,5,25,10,28,臺中市,東區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,12,23,2,9,1,1,C03,7,9,3,18,2,12,,23,23,1,21,8,C03,120.69162,24.14276,2
2021,5,25,10,40,臺中市,大里區,0,1,0,8,1,5,50,15,7,1,5,4,5,7,4,4,9,4,4,1,18,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,9,8,C03,120.670594,24.096823,2
2021,5,25,10,44,臺中市,東區,0,0,0,8,1,5,50,15,9,1,5,4,5,7,4,4,5,4,5,2,13,16,3,10,1,1,C03,7,6,1,10,2,11,,16,16,1,21,8,C03,120.69498,24.14797,3
2021,5,25,10,50,臺中市,后里區,0,0,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,4,5,1,12,,,,,,B12,,,1,,1,,,19,,1,,,B12,120.721525,24.295178,3
2021,5,25,10,55,臺中市,南屯區,0,2,0,8,1,5,50,4,12,1,5,4,5,7,2,1,5,4,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.651939,24.158725,2
2021,5,25,10,57,臺中市,大里區,0,0,0,8,1,5,30,3,2,1,5,4,5,7,4,4,10,5,5,2,17,,,,,,B12,,,1,,2,,,12,,,22,,B12,120.688934,24.123199,3
2021,5,25,10,58,臺中市,大雅區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,4,1,17,6,3,10,1,1,B12,7,5,1,8,2,1,,6,6,1,21,8,B12,120.648349,24.218513,2
2021,5,25,11,13,臺中市,北區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,4,2,16,6,3,10,1,1,B03,7,5,1,8,2,8,,6,6,1,21,8,B03,120.698884,24.159707,2
2021,5,25,11,15,臺中市,梧棲區,0,1,0,8,1,5,60,3,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B03,7,5,1,8,2,6,,25,25,1,1,8,B03,120.531383,24.239009,2
2021,5,25,11,23,臺中市,后里區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,9,5,5,2,16,8,2,9,1,1,C03,7,9,1,10,2,11,,23,8,1,6,4,C03,120.696143,24.311253,2
2021,5,25,11,30,臺中市,西區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,3,2,3,2,18,42,3,10,1,1,A41,7,9,1,5,3,2,,42,42,1,21,8,A41,120.670519,24.146972,2
2021,5,25,11,40,臺中市,潭子區,0,0,0,8,1,5,50,14,9,1,5,4,5,7,4,4,8,5,5,1,16,10,3,10,3,4,B03,7,11,1,8,2,5,,10,10,1,22,8,B03,120.719106,24.204147,3
2021,5,25,11,41,臺中市,北屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,2,9,3,4,C03,7,9,1,10,2,12,,6,6,1,21,8,C03,120.715878,24.170899,2
2021,5,25,11,43,臺中市,東區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,23,,1,21,,B12,120.697795,24.13876,3
2021,5,25,11,43,臺中市,大里區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,4,1,16,7,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.70694,24.0953,2
2021,5,25,11,47,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,18,,1,,,C03,120.654207,24.228887,3
2021,5,25,11,55,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,5,,B03,120.700655,24.164955,3
2021,5,25,11,58,臺中市,龍井區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,1,17,23,2,8,1,1,C03,7,9,1,10,2,14,,23,23,1,21,1,C03,120.585293,24.184928,2
2021,5,25,12,3,臺中市,潭子區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,38,,1,,,B03,120.726343,24.201298,3
2021,5,25,12,7,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,22,,C03,120.680521,24.115121,3
2021,5,25,12,8,臺中市,西屯區,0,1,0,8,1,5,1,4,20,4,5,4,5,7,1,1,9,4,4,2,18,43,2,9,3,4,C04,7,1,1,11,2,12,,43,43,1,22,9,C04,120.638693,24.182165,2
2021,5,25,12,10,臺中市,東區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,14,12,3,10,1,1,B03,7,2,3,18,2,3,,12,12,1,4,8,B03,120.693696,24.130308,2
2021,5,25,12,19,臺中市,大雅區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,25,,1,22,,B12,120.629026,24.207563,3
2021,5,25,12,27,臺中市,北區,0,2,0,8,1,5,40,4,18,1,5,4,5,7,1,1,10,5,5,2,3,43,2,9,1,1,C03,7,9,1,10,2,15,,43,43,1,22,8,C03,120.672154,24.163141,2
2021,5,25,12,29,臺中市,西屯區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,8,4,4,1,13,16,2,9,1,4,C03,7,9,1,10,2,11,,16,16,1,4,8,C03,120.647211,24.173498,2
2021,5,25,12,32,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B01,,,1,,2,,,44,,1,22,,B01,120.695893,24.104228,3
2021,5,25,12,43,臺中市,北區,0,1,0,8,1,5,50,4,2,1,5,4,5,7,2,1,10,5,5,2,9,15,3,10,1,1,B03,7,6,1,8,2,1,,15,15,1,22,9,B03,120.67223,24.170126,2
2021,5,25,12,48,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,21,,B03,120.656622,24.149533,3
2021,5,25,12,50,臺中市,潭子區,0,0,0,8,1,5,40,14,9,1,5,4,5,7,4,4,8,5,5,1,12,23,3,10,3,4,B03,7,9,1,8,2,5,,23,23,1,22,8,B03,120.701746,24.187611,3
2021,5,25,13,1,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,6,,,,,B12,,,1,,1,,,6,6,1,21,,B12,120.627163,24.187186,3
2021,5,25,13,12,臺中市,西區,0,0,0,,,,,,,,,,,,,,,,,,,17,,,,,B03,,,1,,2,,,17,17,1,20,,B03,120.663128,24.14306,3
2021,5,25,13,28,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B02,,,1,,1,,,16,,1,22,,B02,120.639158,24.141386,3
2021,5,25,13,38,臺中市,中區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,17,19,3,10,1,1,B03,7,1,1,8,2,5,,19,19,1,22,9,B03,120.682587,24.141241,2
2021,5,25,13,40,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,,1,21,,B03,120.676069,24.163262,3
2021,5,25,13,50,臺中市,北區,0,2,0,8,1,5,40,14,8,1,5,4,5,7,4,4,3,4,4,2,17,19,2,9,1,1,C03,7,1,1,10,2,14,,19,19,1,22,9,C03,120.694446,24.159468,2
2021,5,25,14,0,臺中市,西屯區,0,2,0,8,1,5,40,3,2,1,5,4,5,7,1,1,1,4,5,2,13,16,2,9,3,4,C03,7,9,1,10,2,11,,16,16,1,22,9,C03,120.65187,24.181391,2
2021,5,25,14,8,臺中市,大肚區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,A12,,,1,,2,,,12,,1,22,,A12,120.583432,24.112679,3
